Date,REF_AREA,REF_AREA_LABEL,INDICATOR,INDICATOR_LABEL,Value
2011-08-01,BWA,Botswana,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",85.220983
2011-08-01,BWA,Botswana,FAO_CP_23014,Food price inflation,7.086308
2011-08-01,KEN,Kenya,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",77.693085
2011-08-01,KEN,Kenya,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",72.678146
2011-08-01,KEN,Kenya,FAO_CP_23014,Food price inflation,23.861226
2011-08-01,NAM,Namibia,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",82.13306
2011-08-01,NAM,Namibia,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",76.251121
2011-08-01,NAM,Namibia,FAO_CP_23014,Food price inflation,5.974642
2011-08-01,ZAF,South Africa,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",81.132379
2011-08-01,ZAF,South Africa,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",78.185717
2011-08-01,ZAF,South Africa,FAO_CP_23014,Food price inflation,7.100592
2011-08-01,ZWE,Zimbabwe,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",97.498143
2011-08-01,ZWE,Zimbabwe,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",100.394476
2011-08-01,ZWE,Zimbabwe,FAO_CP_23014,Food price inflation,3.442029
2011-09-01,BWA,Botswana,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",83.262157
2011-09-01,BWA,Botswana,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",85.67544
2011-09-01,BWA,Botswana,FAO_CP_23014,Food price inflation,7.727273
2011-09-01,KEN,Kenya,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",78.482167
2011-09-01,KEN,Kenya,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",73.391793
2011-09-01,KEN,Kenya,FAO_CP_23014,Food price inflation,24.366446
2011-09-01,NAM,Namibia,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",82.146008
2011-09-01,NAM,Namibia,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",76.207126
2011-09-01,NAM,Namibia,FAO_CP_23014,Food price inflation,5.261212
2011-09-01,ZAF,South Africa,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",81.761313
2011-09-01,ZAF,South Africa,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",79.049647
2011-09-01,ZAF,South Africa,FAO_CP_23014,Food price inflation,8.498024
2011-09-01,ZWE,Zimbabwe,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",98.310627
2011-09-01,ZWE,Zimbabwe,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",100.921943
2011-09-01,ZWE,Zimbabwe,FAO_CP_23014,Food price inflation,3.985507
2011-10-01,BWA,Botswana,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",83.593342
2011-10-01,BWA,Botswana,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",86.18154
2011-10-01,BWA,Botswana,FAO_CP_23014,Food price inflation,8.363636
2011-10-01,KEN,Kenya,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",79.717327
2011-10-01,KEN,Kenya,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",74.625184
2011-10-01,KEN,Kenya,FAO_CP_23014,Food price inflation,26.203482
2011-10-01,NAM,Namibia,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",82.825731
2011-10-01,NAM,Namibia,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",77.260474
2011-10-01,NAM,Namibia,FAO_CP_23014,Food price inflation,7.023723
2011-10-01,ZAF,South Africa,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",82.233012
2011-10-01,ZAF,South Africa,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",80.63352
2011-10-01,ZAF,South Africa,FAO_CP_23014,Food price inflation,10.23622
2011-10-01,ZWE,Zimbabwe,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",98.473124
2011-10-01,ZWE,Zimbabwe,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",101.097765
2011-10-01,ZWE,Zimbabwe,FAO_CP_23014,Food price inflation,3.790614
2011-11-01,BWA,Botswana,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",84.141869
2011-11-01,BWA,Botswana,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",86.635997
2011-11-01,BWA,Botswana,FAO_CP_23014,Food price inflation,8.582524
2011-11-01,KEN,Kenya,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",80.926295
2011-11-01,KEN,Kenya,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",75.63686
2011-11-01,KEN,Kenya,FAO_CP_23014,Food price inflation,26.203804
2011-11-01,NAM,Namibia,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",83.088444
2011-11-01,NAM,Namibia,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",77.731829
2011-11-01,NAM,Namibia,FAO_CP_23014,Food price inflation,7.171133
2011-11-01,ZAF,South Africa,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",82.233012
2011-11-01,ZAF,South Africa,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",81.065485
2011-11-01,ZAF,South Africa,FAO_CP_23014,Food price inflation,10.826772
2011-11-01,ZWE,Zimbabwe,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",98.960615
2011-11-01,ZWE,Zimbabwe,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",102.504343
2011-11-01,ZWE,Zimbabwe,FAO_CP_23014,Food price inflation,3.736655
2011-12-01,BWA,Botswana,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",84.410957
2011-12-01,BWA,Botswana,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",87.193739
2011-12-01,BWA,Botswana,FAO_CP_23014,Food price inflation,9.01343
2011-12-01,KEN,Kenya,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",81.52842
2011-12-01,KEN,Kenya,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",76.223793
2011-12-01,KEN,Kenya,FAO_CP_23014,Food price inflation,24.98173
2011-12-01,NAM,Namibia,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",83.730809
2011-12-01,NAM,Namibia,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",78.991011
2011-12-01,NAM,Namibia,FAO_CP_23014,Food price inflation,10.055897
2011-12-01,ZAF,South Africa,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",82.547479
2011-12-01,ZAF,South Africa,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",81.497451
2011-12-01,ZAF,South Africa,FAO_CP_23014,Food price inflation,11.198428
2011-12-01,ZWE,Zimbabwe,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",99.123112
2011-12-01,ZWE,Zimbabwe,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",102.855987
2011-12-01,ZWE,Zimbabwe,FAO_CP_23014,Food price inflation,5.786618
2012-01-01,BWA,Botswana,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",84.855988
2012-01-01,BWA,Botswana,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",87.451953
2012-01-01,BWA,Botswana,FAO_CP_23014,Food price inflation,8.91433
2012-01-01,KEN,Kenya,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",81.983343
2012-01-01,KEN,Kenya,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",76.665098
2012-01-01,KEN,Kenya,FAO_CP_23014,Food price inflation,24.573932
2012-01-01,NAM,Namibia,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",84.667765
2012-01-01,NAM,Namibia,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",79.360459
2012-01-01,NAM,Namibia,FAO_CP_23014,Food price inflation,10.178972
2012-01-01,ZAF,South Africa,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",82.861946
2012-01-01,ZAF,South Africa,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",82.649358
2012-01-01,ZAF,South Africa,FAO_CP_23014,Food price inflation,10.172745
2012-01-01,ZWE,Zimbabwe,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",99.610602
2012-01-01,ZWE,Zimbabwe,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",103.207632
2012-01-01,ZWE,Zimbabwe,FAO_CP_23014,Food price inflation,4.821429
2012-02-01,BWA,Botswana,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",85.073328
2012-02-01,BWA,Botswana,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",87.958053
2012-02-01,BWA,Botswana,FAO_CP_23014,Food price inflation,8.928115
2012-02-01,KEN,Kenya,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",81.94985
2012-02-01,KEN,Kenya,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",76.431894
2012-02-01,KEN,Kenya,FAO_CP_23014,Food price inflation,22.071723
2012-02-01,NAM,Namibia,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",85.313893
2012-02-01,NAM,Namibia,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",80.206456
2012-02-01,NAM,Namibia,FAO_CP_23014,Food price inflation,11.355426
2012-02-01,ZAF,South Africa,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",83.333646
2012-02-01,ZAF,South Africa,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",82.361381
2012-02-01,ZAF,South Africa,FAO_CP_23014,Food price inflation,9.788868
2012-02-01,ZWE,Zimbabwe,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",100.098093
2012-02-01,ZWE,Zimbabwe,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",103.735098
2012-02-01,ZWE,Zimbabwe,FAO_CP_23014,Food price inflation,4.982206
2012-03-01,BWA,Botswana,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",85.456262
2012-03-01,BWA,Botswana,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",88.619081
2012-03-01,BWA,Botswana,FAO_CP_23014,Food price inflation,8.786611
2012-03-01,KEN,Kenya,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",83.047222
2012-03-01,KEN,Kenya,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",78.297319
2012-03-01,KEN,Kenya,FAO_CP_23014,Food price inflation,20.311394
2012-03-01,NAM,Namibia,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",85.747577
2012-03-01,NAM,Namibia,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",80.651032
2012-03-01,NAM,Namibia,FAO_CP_23014,Food price inflation,10.521285
2012-03-01,ZAF,South Africa,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",84.277045
2012-03-01,ZAF,South Africa,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",82.50537
2012-03-01,ZAF,South Africa,FAO_CP_23014,Food price inflation,8.728653
2012-03-01,ZWE,Zimbabwe,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",100.585584
2012-03-01,ZWE,Zimbabwe,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",104.614209
2012-03-01,ZWE,Zimbabwe,FAO_CP_23014,Food price inflation,5.123675
2012-04-01,BWA,Botswana,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",86.284226
2012-04-01,BWA,Botswana,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",89.837852
2012-04-01,BWA,Botswana,FAO_CP_23014,Food price inflation,7.661839
2012-04-01,KEN,Kenya,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",83.814055
2012-04-01,KEN,Kenya,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",79.248525
2012-04-01,KEN,Kenya,FAO_CP_23014,Food price inflation,16.241581
2012-04-01,NAM,Namibia,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",86.039497
2012-04-01,NAM,Namibia,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",81.062332
2012-04-01,NAM,Namibia,FAO_CP_23014,Food price inflation,9.157008
2012-04-01,ZAF,South Africa,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",84.748745
2012-04-01,ZAF,South Africa,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",82.50537
2012-04-01,ZAF,South Africa,FAO_CP_23014,Food price inflation,8.522727
2012-04-01,ZWE,Zimbabwe,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",100.748081
2012-04-01,ZWE,Zimbabwe,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",104.790031
2012-04-01,ZWE,Zimbabwe,FAO_CP_23014,Food price inflation,4.745167
2012-05-01,BWA,Botswana,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",87.433027
2012-05-01,BWA,Botswana,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",90.550522
2012-05-01,BWA,Botswana,FAO_CP_23014,Food price inflation,7.610163
2012-05-01,KEN,Kenya,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",84.033941
2012-05-01,KEN,Kenya,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",79.107419
2012-05-01,KEN,Kenya,FAO_CP_23014,Food price inflation,14.573902
2012-05-01,NAM,Namibia,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",86.252872
2012-05-01,NAM,Namibia,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",81.092013
2012-05-01,NAM,Namibia,FAO_CP_23014,Food price inflation,8.219414
2012-05-01,ZAF,South Africa,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",84.748745
2012-05-01,ZAF,South Africa,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",82.50537
2012-05-01,ZAF,South Africa,FAO_CP_23014,Food price inflation,6.902985
2012-05-01,ZWE,Zimbabwe,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",100.748081
2012-05-01,ZWE,Zimbabwe,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",104.438387
2012-05-01,ZWE,Zimbabwe,FAO_CP_23014,Food price inflation,4.577465
2012-06-01,BWA,Botswana,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",87.878057
2012-06-01,BWA,Botswana,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",91.159908
2012-06-01,BWA,Botswana,FAO_CP_23014,Food price inflation,7.805057
2012-06-01,KEN,Kenya,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",83.387828
2012-06-01,KEN,Kenya,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",77.597493
2012-06-01,KEN,Kenya,FAO_CP_23014,Food price inflation,10.528196
2012-06-01,NAM,Namibia,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",86.066085
2012-06-01,NAM,Namibia,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",80.43317
2012-06-01,NAM,Namibia,FAO_CP_23014,Food price inflation,6.867923
2012-06-01,ZAF,South Africa,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",85.063212
2012-06-01,ZAF,South Africa,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",82.217393
2012-06-01,ZAF,South Africa,FAO_CP_23014,Food price inflation,6.133829
2012-06-01,ZWE,Zimbabwe,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",101.073075
2012-06-01,ZWE,Zimbabwe,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",104.790031
2012-06-01,ZWE,Zimbabwe,FAO_CP_23014,Food price inflation,4.745167
2012-07-01,BWA,Botswana,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",88.157495
2012-07-01,BWA,Botswana,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",91.562722
2012-07-01,BWA,Botswana,FAO_CP_23014,Food price inflation,8.030709
2012-07-01,KEN,Kenya,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",82.676031
2012-07-01,KEN,Kenya,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",76.135115
2012-07-01,KEN,Kenya,FAO_CP_23014,Food price inflation,6.624222
2012-07-01,NAM,Namibia,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",86.95093
2012-07-01,NAM,Namibia,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",81.891274
2012-07-01,NAM,Namibia,FAO_CP_23014,Food price inflation,8.13895
2012-07-01,ZAF,South Africa,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",85.063212
2012-07-01,ZAF,South Africa,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",82.217393
2012-07-01,ZAF,South Africa,FAO_CP_23014,Food price inflation,5.350554
2012-07-01,ZWE,Zimbabwe,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",101.235571
2012-07-01,ZWE,Zimbabwe,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",104.790031
2012-07-01,ZWE,Zimbabwe,FAO_CP_23014,Food price inflation,4.378284
2012-08-01,BWA,Botswana,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",88.426584
2012-08-01,BWA,Botswana,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",91.86225
2012-08-01,BWA,Botswana,FAO_CP_23014,Food price inflation,7.792995
2012-08-01,KEN,Kenya,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",82.42116
2012-08-01,KEN,Kenya,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",75.307712
2012-08-01,KEN,Kenya,FAO_CP_23014,Food price inflation,3.618097
2012-08-01,NAM,Namibia,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",87.179964
2012-08-01,NAM,Namibia,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",81.763252
2012-08-01,NAM,Namibia,FAO_CP_23014,Food price inflation,7.228918
2012-08-01,ZAF,South Africa,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",85.534912
2012-08-01,ZAF,South Africa,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",82.073404
2012-08-01,ZAF,South Africa,FAO_CP_23014,Food price inflation,4.972376
2012-08-01,ZWE,Zimbabwe,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",101.073075
2012-08-01,ZWE,Zimbabwe,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",104.614209
2012-08-01,ZWE,Zimbabwe,FAO_CP_23014,Food price inflation,4.203152
2012-09-01,BWA,Botswana,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",89.140703
2012-09-01,BWA,Botswana,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",92.22375
2012-09-01,BWA,Botswana,FAO_CP_23014,Food price inflation,7.643159
2012-09-01,KEN,Kenya,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",82.657309
2012-09-01,KEN,Kenya,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",75.527515
2012-09-01,KEN,Kenya,FAO_CP_23014,Food price inflation,2.910029
2012-09-01,NAM,Namibia,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",87.914564
2012-09-01,NAM,Namibia,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",83.106834
2012-09-01,NAM,Namibia,FAO_CP_23014,Food price inflation,9.053889
2012-09-01,ZAF,South Africa,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",86.163845
2012-09-01,ZAF,South Africa,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",83.657277
2012-09-01,ZAF,South Africa,FAO_CP_23014,Food price inflation,5.82878
2012-09-01,ZWE,Zimbabwe,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",101.560565
2012-09-01,ZWE,Zimbabwe,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",105.844965
2012-09-01,ZWE,Zimbabwe,FAO_CP_23014,Food price inflation,4.878049
2012-10-01,BWA,Botswana,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",89.523636
2012-10-01,BWA,Botswana,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",92.781492
2012-10-01,BWA,Botswana,FAO_CP_23014,Food price inflation,7.658198
2012-10-01,KEN,Kenya,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",83.014739
2012-10-01,KEN,Kenya,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",75.699822
2012-10-01,KEN,Kenya,FAO_CP_23014,Food price inflation,1.440047
2012-10-01,NAM,Namibia,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",88.74029
2012-10-01,NAM,Namibia,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",84.846226
2012-10-01,NAM,Namibia,FAO_CP_23014,Food price inflation,9.818413
2012-10-01,ZAF,South Africa,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",86.792778
2012-10-01,ZAF,South Africa,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",85.673115
2012-10-01,ZAF,South Africa,FAO_CP_23014,Food price inflation,6.25
2012-10-01,ZWE,Zimbabwe,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",101.885559
2012-10-01,ZWE,Zimbabwe,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",106.196609
2012-10-01,ZWE,Zimbabwe,FAO_CP_23014,Food price inflation,5.043478
2012-11-01,BWA,Botswana,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",90.403348
2012-11-01,BWA,Botswana,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",93.081021
2012-11-01,BWA,Botswana,FAO_CP_23014,Food price inflation,7.439199
2012-11-01,KEN,Kenya,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",83.55827
2012-11-01,KEN,Kenya,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",76.946932
2012-11-01,KEN,Kenya,FAO_CP_23014,Food price inflation,1.732054
2012-11-01,NAM,Namibia,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",89.34311
2012-11-01,NAM,Namibia,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",85.938871
2012-11-01,NAM,Namibia,FAO_CP_23014,Food price inflation,10.558149
2012-11-01,ZAF,South Africa,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",86.950011
2012-11-01,ZAF,South Africa,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",86.825022
2012-11-01,ZAF,South Africa,FAO_CP_23014,Food price inflation,7.104796
2012-11-01,ZWE,Zimbabwe,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",101.885559
2012-11-01,ZWE,Zimbabwe,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",106.548253
2012-11-01,ZWE,Zimbabwe,FAO_CP_23014,Food price inflation,3.945111
2012-12-01,BWA,Botswana,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",90.682786
2012-12-01,BWA,Botswana,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",93.494163
2012-12-01,BWA,Botswana,FAO_CP_23014,Food price inflation,7.225776
2012-12-01,KEN,Kenya,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",84.137617
2012-12-01,KEN,Kenya,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",77.539473
2012-12-01,KEN,Kenya,FAO_CP_23014,Food price inflation,1.726075
2012-12-01,NAM,Namibia,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",89.075239
2012-12-01,NAM,Namibia,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",85.062198
2012-12-01,NAM,Namibia,FAO_CP_23014,Food price inflation,7.685921
2012-12-01,ZAF,South Africa,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",87.264478
2012-12-01,ZAF,South Africa,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",86.825022
2012-12-01,ZAF,South Africa,FAO_CP_23014,Food price inflation,6.537102
2012-12-01,ZWE,Zimbabwe,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",102.048056
2012-12-01,ZWE,Zimbabwe,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",106.724076
2012-12-01,ZWE,Zimbabwe,FAO_CP_23014,Food price inflation,3.760684
2013-01-01,BWA,Botswana,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",91.231313
2013-01-01,BWA,Botswana,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",94.000263
2013-01-01,BWA,Botswana,FAO_CP_23014,Food price inflation,7.487894
2013-01-01,KEN,Kenya,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",84.99303
2013-01-01,KEN,Kenya,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",78.503983
2013-01-01,KEN,Kenya,FAO_CP_23014,Food price inflation,2.398595
2013-01-01,NAM,Namibia,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",89.915765
2013-01-01,NAM,Namibia,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",85.318406
2013-01-01,NAM,Namibia,FAO_CP_23014,Food price inflation,7.50745
2013-01-01,ZAF,South Africa,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",87.578944
2013-01-01,ZAF,South Africa,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",87.544965
2013-01-01,ZAF,South Africa,FAO_CP_23014,Food price inflation,5.923345
2013-01-01,ZWE,Zimbabwe,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",102.210553
2013-01-01,ZWE,Zimbabwe,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",107.07572
2013-01-01,ZWE,Zimbabwe,FAO_CP_23014,Food price inflation,3.747871
2013-02-01,BWA,Botswana,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",91.396905
2013-02-01,BWA,Botswana,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",94.403077
2013-02-01,BWA,Botswana,FAO_CP_23014,Food price inflation,7.327384
2013-02-01,KEN,Kenya,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",85.599919
2013-02-01,KEN,Kenya,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",79.51476
2013-02-01,KEN,Kenya,FAO_CP_23014,Food price inflation,4.033481
2013-02-01,NAM,Namibia,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",90.282855
2013-02-01,NAM,Namibia,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",85.81281
2013-02-01,NAM,Namibia,FAO_CP_23014,Food price inflation,6.989904
2013-02-01,ZAF,South Africa,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",88.365111
2013-02-01,ZAF,South Africa,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",87.112999
2013-02-01,ZAF,South Africa,FAO_CP_23014,Food price inflation,5.769231
2013-02-01,ZWE,Zimbabwe,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",103.185534
